title,source,event
"Top 25 MLB free agents 2023-24: Ranking Shohei Ohtani, Yoshinobu Yamamoto and baseball’s best available players",Yahoo Eurosport UK,MLB 
"Seth Lugo, Michael Wacha, Nick Martinez make contract option ...",MLB.com,MLB 
"Former MLB pitcher, Ohio native dies at 78",cleveland.com,MLB 
Padres Considering David Ross For Managerial Opening,MLB Trade Rumors,MLB 
MLB offseason dates to remember,Gaslamp Ball,MLB 
A White Sox rumor to open MLB free agency,Sox Machine,MLB 
Enoli Paredes To Elect Free Agency,MLB Trade Rumors,MLB 
Riley O'Brien traded to Cardinals,MLB.com,MLB 
What are the worst MLB free agent signings of all time?,AS USA,MLB 
Monday's Transactions | MLB | lancasteronline.com,LNP | LancasterOnline,MLB 
Report: Twins 'planning' to trade position players for pitching,Sports Illustrated,MLB 
Larry H. Miller Co. pursues site of shuttered Ramada near proposed ...,Salt Lake Tribune,MLB 
Colorado Rockies player reviews: Cole Tucker attempted his MLB comeback in 2023,Purple Row,MLB 
"Cubs nab Craig Counsell, MLB's best manager, from Brewers - ESPN",ESPN,MLB 
Eduardo Rodriguez's 3 best landing spots in MLB Free Agency,ClutchPoints,MLB 
MLB Notes: Cubs exercise option to retain a veteran duo,Kenosha News,MLB 
RubberDucks' Inspiring Game | 11/06/2023,MLB.com,MLB 
MLB Wagering - What To Do When Caught In A Slump,Bettors Insider,MLB 
2023-24 Top 50 Free Agents With Predictions,MLB Trade Rumors,MLB 
Mariners make trade with Rays for potential backup catcher,The Seattle Times,MLB 
"MLB Rumors: Next Red Sox ace, Nola surprise team, SF Giants best ...",FanSided,MLB 
Phillies Claim Josh Fleming Off Waivers From Rays,MLB Trade Rumors,MLB 
Athletics Claim Miguel Andujar From Pirates,MLB Trade Rumors,MLB 
Skip Schumaker a finalist for 2023 NL Manager of the Year,MLB.com,MLB 
"4 likely MLB trade candidates the Mets should target, 3 they should ...",Rising Apple,MLB 
Phillies Do Not Extend Qualifying Offer To Rhys Hoskins,MLB Trade Rumors,MLB 
"Domingo Germán cut by Yanks 5 months after perfect game, 3 ...",USA TODAY,MLB 
What are the largest free-agent contracts in the history of MLB?,AS USA,MLB 
Greatest MLB Shortstops of All Time,msnNOW,MLB 
Join Derrick Goold for his live Cardinals chat from MLB's GM Meetings,St. Louis Post-Dispatch,MLB 
MLB's Pinch Hitting Legends: The Best by Team,msnNOW,MLB 
MLB Execs Predict Texas Rangers Sign All-Star Closer Josh Hader,Sports Illustrated,MLB 
"One Time Dodger Noah Syndergaard Says He isn't Done Yet, Eying ...",Sports Illustrated,MLB 
Cody Bellinger receives qualifying offer from Cubs,MLB.com,MLB 
Sonny Gray receives qualifying offer from Twins,MLB.com,MLB 
Toronto exercises Chad Green's options for 2024 and '25 ...,USA TODAY,MLB 
"MLB Rumors: Cardinals trade looming, Twins punt on Gray, Chaim ...",FanSided,MLB 
Brewers announce baseball operations promotions,MLB.com,MLB 
"Le Moyne's MLB all-star Josiah Gray, joined by legendary Clemente ...",The Dolphin,MLB 
"Acuña (MVP), Snitker (MOY) named finalists for BBWAA honors",MLB.com,MLB 
El Segundo's Little League World Series champs will ride on a float ...,USA TODAY,MLB 
"Phillies Outright Michael Plassmeyer, Erich Uelmen",MLB Trade Rumors,MLB 
MLB Rumors: David Ross could steal Padres job from former ...,FanSided,MLB 
Canha's $11.5 million option exercised by Tigers. Báez keeps 4 ...,USA TODAY,MLB 
Former Baltimore Orioles pitcher has died | MLB | lancasteronline.com,LNP | LancasterOnline,MLB 
"Blue Jays Acquire Brendon Little, Select Mitch White",MLB Trade Rumors,MLB 
Mariners Do Not Extend Qualifying Offer To Teoscar Hernández,MLB Trade Rumors,MLB 
MLB rumors: Padres interested in David Ross after Cubs firing,ClutchPoints,MLB 
MLB Immaculate Grid - Find answers for daily puzzle | November 6 ...,Sportskeeda,MLB 
"Blue Jays offseason FAQ, roster decisions, important dates",MLB.com,MLB 
"Gunnar Henderson, Brandon Hyde finalists for 2023 BBWAA Awards",MLB.com,MLB 
Devils utilizing 'next-man-up mentality' during Jack Hughes' absence,NHL.com,NHL 
Swayman makes 35 saves for Bruins in win against Stars,NHL.com,NHL 
Rookies Beecher and Lohrei score first NHL goals in Bruins’ victory over Stars,Sportsnet.ca,NHL 
Boston rookies Beecher and Lohrei score 1st NHL goals in Bruins' 3-2 victory over Stars,CBS Boston,NHL 
Maple Leafs defeat Lightning in OT in back-and-forth game,NHL.com,NHL 
22 games to be nationally televised this week,NHL.com,NHL 
Andersen out indefinitely for Hurricanes with blood clotting issue,NHL.com,NHL 
Lightning hoping Vasilevskiy can return before December,NHL.com,NHL 
"McDonald talks work on Hall of Fame committee, former Flames ...",NHL.com,NHL 
NHL Buzz: Duchene out for Stars against Bruins,NHL.com,NHL 
Three Stars of the Night,NHL.com,NHL 
NHL Global Fan Tour to visit Stockholm from Nov. 15-19,NHL.com,NHL 
"DSG Plans To Retain NBA, NHL Rights This Season In ...",Front Office Sports,NHL 
"Backstrom 'unlikely' to play again this season for Capitals, GM says",NHL.com,NHL 
McTavish Named NHL's Third Star of the Week | Anaheim Ducks,NHL.com,NHL 
"NHL: Desperation on the ice, can the San Jose Sharks find victory against the Philadelphia Flyers?",IndiaTimes,NHL 
8 NHL Players Whose Reputation Will Level Up Most with Stanley Cup,Bleacher Report,NHL 
Quinn Hughes leads 3 Stars of the Week,NHL.com,NHL 
"Canucks extend point streak to 8, defeat struggling Oilers",NHL.com,NHL 
Another ex-player alleges former video coach of Chicago's NHL team sexually assaulted him,CBC.ca,NHL 
Depth players invaluable to coaches during season,NHL.com,NHL 
NHL: Nathan MacKinnon calls for improvement as Colorado Avalanche host the New Jersey Devils,IndiaTimes,NHL 
"NHL DFS: Yahoo Plays and Strategy for Monday,Nov. 6",Yahoo Sports,NHL 
NHL On Tap: Matthews tries to maintain torrid scoring pace for ...,NHL.com,NHL 
The Canucks are the NHL’s most surprising breakout team. Can it last?,The Athletic,NHL 
"Verhaeghe, Panthers rally for OT victory against Blue Jackets",NHL.com,NHL 
Jack Todd: The NHL appears to be as incompetent as it is insensitive,Montreal Gazette,NHL 
Pavel Mintyukov’s NHL career is off to a masterful start: ‘The sky’s the limit’,The Athletic,NHL 
"The Age-Defying Routine of Sidney Crosby, 1,200 NHL Games and ...",NHL.com,NHL 
Women in Hockey: Andee Cochren,NHL.com,NHL 
Red Wings excited for 2023 NHL Global Series in Sweden | Detroit ...,NHL.com,NHL 
Leafs plummet hard in this week's NHL Power Ranking,TSN,NHL 
"Weekend NHL rankings: West Coast positivity, plus 5 teams that should be panicking",The Athletic,NHL 
Gaudreau in lineup for Blue Jackets after benching in previous game,NHL.com,NHL 
Connor Bedard Watch: No. 1 pick has big 1st month; to go head-to ...,NHL.com,NHL 
Avalanche wear special T-shirts to honor Manson during Moms’ trip,NHL.com,NHL 
"Practice 11/6 - Notes on Doughty, Talbot & Kopitar + Talbot Named ...",LA Kings Insider,NHL 
"Oilers hockey bosses have ""thrown around"" the idea they might ...",Edmonton Journal,NHL 
"Bruins 3-2 Stars (Nov 6, 2023) Game Recap",ESPN,NHL 
San Jose Sharks tie NHL record with 11th straight loss,Daily Mail,NHL 
Could the 2023-24 San Jose Sharks be one of the worst NHL teams ...,Sportsnet.ca,NHL 
"NHL Awards Watch: Who's leading for Hart, Norris, Calder?",ESPN,NHL 
Hot or Not: Are the Sharks an embarrassment to the NHL?,TSN,NHL 
Slafkovsky 'headed to a nice destination' despite hitting traffic with ...,Sportsnet.ca,NHL 
No Canadians Among NHL's Top 10 Point Leaders One Month Into ...,The Hockey News,NHL 
Thousands gather to remember late hockey player Adam Johnson - ESPN,ESPN,NHL 
Flames’ Conroy making good on goal to inject youth into lineup,Sportsnet.ca,NHL 
Sharpen Up | How Mittelstadt's strong start stacks up against NHL ...,NHL.com,NHL 
Who Will Score a Goal in the NHL Today - November 6?,WIS News 10,NHL 
TBL@TOR: Matthews scores goal against Lightning | Toronto Maple ...,NHL.com,NHL 
"NHL News and Injuries: Flames, Islanders, Blackhawks, Devils, Rangers, and Maple Leafs",MyNHLTradeRumors.com,NHL 
"THN Archive: Sean Avery, And The Art of Being The Most Hated ...",The Hockey News,NHL 
Ouellette took talent to next level on path to Hall of Fame ...,NHL.com,NHL 
NHL Glance | Sports | bakersfield.com,The Bakersfield Californian,NHL 
"NHL Rumors: Montreal Canadiens – Sean Monahan, Tanner Pearson, and Josh Anderson",MyNHLTradeRumors.com,NHL 
"NHL Under the Radar: Sidney Crosby's workload is in decline, even if he isn't",Yahoo Canada Sports,NHL 
"NHL Rumors: Ottawa Senators, Edmonton Oilers, Carolina Hurricanes and Patrick Kane",MyNHLTradeRumors.com,NHL 
"Weekend Takeaways: Panic time in Toronto, Edmonton, Ottawa?",Sportsnet.ca,NHL 
'They Always Support Me' | Calgary Flames,NHL.com,NHL 
Today's NHL Referees and Linespersons – 11/6/23,scoutingtherefs.com,NHL 
Penguins defenseman Chad Ruhwedel took an unusual — and ...,TribLIVE,NHL 
NHL Prospect Roundup: Arshdeep Bains looking like a hidden gem for Vancouver Canucks,Daily Faceoff,NHL 
Spencer Carbery | November 6 | Washington Capitals,NHL.com,NHL 
“They have a standard of play. You have to play at a certain level or ...,DNVR,NHL 
Flames’ Mangiapane suspended 1 game by NHL for cross-checking Kraken’s McCann,KIRO Seattle,NHL 
BIG JOE THORNTON ... NHL BROTHERS ... LIONS ARE 6-2 ... BIRDS AND PAPER KINGS ... HOUNDS MISS ON LOCAL LADS,Sault This Week,NHL 
Celine Dion 'sang a few notes' at NHL game in first public appearance since her stiff person syndrome diagnosi,Daily Mail,NHL 
"Watch: Bruins rookies Johnny Beecher, Mason Lohrei score 1st career goals in same period",Boston.com,NHL 
Chris Chelios reportedly joining ‘NHL on TNT’ studio for Tuesday doubleheader,Awful Announcing,NHL 
Off Day: Carter (11.06.23) | Pittsburgh Penguins,NHL.com,NHL 
Dobber Prospects Scouts Break Down Elite Prospects Top 32 2024 ...,12newsnow.com KBMT-KJAC,NHL 
NHL Scoring Leaders,San Francisco Chronicle,NHL 
"Lightning, Maple Leafs must tighten up defensively after latest ...",NHL.com,NHL 
Will Craig Smith Score a Goal Against the Bruins on November 6?,WAFB,NHL 
"NHL Puckdoku answers and clues: November 6th, 2023",The Leafs Nation,NHL 
Victor Hedman | Postgame 11.6.23 | Tampa Bay Lightning,NHL.com,NHL 
"""Would be hilarious to see"" - NHL insider fires warning to Flames ...",Sportskeeda,NHL 
Never Give Up: Hilary's Story | Colorado Avalanche,NHL.com,NHL 
This Week in the NHL: Can D.J. Smith survive the week in Ottawa?,Daily Faceoff,NHL 
2024 NHL Draft Watch: Early USHL Breakouts,Pension Plan Puppets,NHL 
Cole Eiserman Similar To Auston Matthews And Connor Bedard ...,FloHockey,NHL 
"Latest Chicago Blackhawks news, 2023 NHL regular season news ...",Second City Hockey,NHL 
Who should the Calgary Flames promote to the NHL next?,Flame for Thought,NHL 
Calle Jarnkrok | Post Game | Toronto Maple Leafs,NHL.com,NHL 
NHL Fantasy Hockey Week 5 Waiver Wire Pickups: Lukas Dostal ...,FantasyAlarm,NHL 
Evason Practice Update 11/6 | Minnesota Wild,NHL.com,NHL 
"Smith vows to get Senators untracked, defends Tkachuk",NHL.com,NHL 
Steven Stamkos Game Preview: Lightning vs. Maple Leafs ...,WWSB,NHL 
Experts Say the NHL Should Better Protect Younger Athletes,GamblingNews.com,NHL 
DNVR Avalanche Podcast: Where do the Colorado Avalanche stand ...,DNVR,NHL 
"Rangers' most pleasant surprise, biggest disappointment early in ...",ClutchPoints,NHL 
NHL: Predators beat Oilers 5-2,Republic World,NHL 
Will Mason Marchment Score a Goal Against the Bruins on ...,WAFB,NHL 
"Sabres recall Savoie from conditioning loan, place Biro on IR ...",NHL.com,NHL 
"NHL DFS Projections, Cheat Sheets, Ownership And More",stokastic.com,NHL 
Will Miro Heiskanen Score a Goal Against the Bruins on November 6?,KCBD,NHL 
NHL: Boston Bruins at Dallas Stars | Fieldlevel | news-daily.com,News-Daily.com,NHL 
NHL Rumors: Insider names 5 names linked to vacant Senators GM ...,Sportskeeda,NHL 
"The Week That Was, The Week That Is - 11/6 | Los Angeles Kings",NHL.com,NHL 
Best Bet For Monday's NHL Slate,CBS Sports,NHL 
Esports' popularity forces video game rethink by schools and parents,ABC News,ESports 
APS Esports Expo Set for Nov. 18 — Albuquerque Public Schools,Albuquerque Public Schools,ESports 
Oxygen Esports Announces Call of Duty League® 2024 Major I ...,PR Newswire,ESports 
Top 20 Most Valuable Esports Companies,Yahoo Finance,ESports 
MPLI 2023: How strong are the Indonesian representatives?,ONE Esports,ESports 
UNCG and Stiegler EdTech Partner for State’s First Varsity Esports & ...,University of North Carolina at Greensboro,ESports 
Digital Afrique Telecom join forces with Clipfeed to bring esports to ...,African Business,ESports 
SDSU's Cutting-Edge Esports Engagement Center Bridges Gaming ...,SDSU Newscenter,ESports 
Esports to represent Team USA at world championship in Turkey,Northwood University,ESports 
Dota 2: Talon Esports disbands Dota 2 roster following dissapointing TI 2023 campaign,Yahoo Singapore News,ESports 
GV Esports changes the playing field with new team promoting ...,Grand Valley Lanthorn,ESports 
ESports are on the rise in Fort Smith,KFSM 5Newsonline,ESports 
"Nine leaves Tundra Esports to take ""extended break"" from ...",ONE Esports,ESports 
Whisper moves into esports with EA Sports,Broadcast,ESports 
Boys & Girls Club of Manatee County receives $25K grant for Esports center,WWSB,ESports 
Women Esports League Game Changers Impact & Next Steps,Refinery29,ESports 
UK Immigration Options For Competitive Esports Players - Work ...,Mondaq News Alerts,ESports 
Melbourne Victory teams up with KICK.com to become Official ...,Melbourne Victory,ESports 
"URANO eSports, Apex Racing Team score class wins in IMSA ...",iRacing,ESports 
How to sign up for the 2nd round of Zenless Zone Zero closed beta ...,ONE Esports,ESports 
Eric Bain represents the Bahamas well at the inaugural Pan Am ...,Bahamas Tribune,ESports 
Collaborative Esports Deals,Trend Hunter,ESports 
Videogame eSports camp and tournament coming to Missouri,Missourinet.com,ESports 
"Worlds 2023 opening ceremony: Date, time, where to watch",ONE Esports,ESports 
Porsche TAG Heuer Esports Supercup Contender Series closes at ...,iRacing,ESports 
Global Esports announces its complete five-man BGMI roster led by Mavi,G2G News,ESports 
BeryL has spent US$70k on his Genshin account,ONE Esports,ESports 
The Rise of Esports: How Gamers Are Making Big Bucks,FeastMagazine,ESports 
Blind Esports win BGMI finale at Skyesports Championship 5.0,Animation Xpress,ESports 
"KRÜ Esports vs Leviatán Esports: Betting TIp, Match Prediction ...",EGamersWorld,ESports 
CS Asia Championships 2023: Everything you need to know,Esports Kingdom,ESports 
Upthrust Esports Diwali Battle 2023 Day 1 Schedule and Stream,InsideSport,ESports 
Alienware built a gigantic 16-foot mechanical keyboard and mouse ...,PC Gamer,ESports 
"Loops Esports, Alpha 7 Esports, and Stalwart Esports qualify for ...",European Gaming Industry News,ESports 
Purchase College Launches Esports Team This Fall,PR.com,ESports 
Antonio Gonzales purchases esports team with UEL Esports with a ...,Kalkine Media,ESports 
